Country Name,Country Code,Time,Access to electricity (% of population) [EG.ELC.ACCS.ZS],"Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]",Trade (% of GDP) [NE.TRD.GNFS.ZS],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]",GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population growth (annual %) [SP.RUR.TOTL.ZG],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]","Government expenditure per student, secondary (% of GDP per capita) [SE.XPD.SECO.PC.ZS]",Expenditure on secondary education (% of government expenditure on education) [SE.XPD.SECO.ZS],"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.BA.MA.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative) [SE.SEC.CUAT.LO.FE.ZS]",CPIA trade rating (1=low to 6=high) [IQ.CPA.TRAD.XQ]
"Venezuela, RB",VEN,2007,98.81213379,90.58106682,56.19909548,..,15.44847776,8.753578808,..,3268078,11.994,1.252735393,..,7.96071,17.51542,..,..,53.15152,..
"Venezuela, RB",VEN,2008,98.77802277,89.95405364,51.82901238,..,30.13245285,5.277854124,..,3307733,11.969,1.206101596,..,..,..,..,..,55.24518,..
"Venezuela, RB",VEN,2009,98.76255798,89.66452966,38.52092966,..,7.83166636,-3.202302657,..,3347743,11.943,1.202332695,..,16.28547,19.03526,..,..,56.54334,..
"Venezuela, RB",VEN,2010,98.86400604,90.4674512,46.13689352,..,45.9432687,-1.488791251,..,3389188,11.917,1.230397724,..,..,..,..,..,..,..
"Venezuela, RB",VEN,2011,98.84,90.24554367,49.6381216,..,28.14919095,4.176425359,..,3435405,11.892,1.354445798,..,..,..,14.58171,18.50633,67.97824,..
"Venezuela, RB",VEN,2012,99.32654572,94.3297609,50.40356738,..,14.05943006,5.625956975,..,3487378,11.877,1.50153418,..,..,..,..,..,..,..
"Venezuela, RB",VEN,2013,99.23458099,93.55002034,54.27776127,..,35.50267463,1.343094036,..,3534416,11.867,1.339791615,..,..,..,..,..,..,..
"Venezuela, RB",VEN,2014,100,100,48.09081353,..,40.44049011,-3.894386475,..,3562151,11.856,0.781649527,..,..,..,..,..,..,..
"Venezuela, RB",VEN,2015,100,100,..,..,..,..,..,3563493,11.846,0.037666771,..,14.79092,..,16.91846,21.54465,72.0451,..
"Venezuela, RB",VEN,2016,99.4,94.9302911,..,..,..,..,..,3532295,11.835,-0.879344226,..,..,..,20.67715,25.14617,76.50982,..
"Venezuela, RB",VEN,2017,99.2,93.23009296,..,..,..,..,..,3473065,11.817,-1.691031194,..,..,..,..,..,..,..
"Venezuela, RB",VEN,2018,100,100,..,..,..,..,..,3404373,11.792,-1.997670772,..,..,..,..,..,..,..
"Venezuela, RB",VEN,2019,..,..,..,..,..,..,..,3353461,11.76,-1.506783483,..,..,..,..,..,..,..
Uruguay,URY,1960,..,..,32.4137931,..,..,..,..,501610,19.759,..,..,..,..,..,..,..,..
Uruguay,URY,1961,..,..,28.97727273,..,18.42688324,2.493037918,..,502455,19.538,0.168315836,..,..,..,..,..,..,..
Uruguay,URY,1962,..,..,25.77319588,..,11.99061974,-1.57454885,..,503044,19.319,0.117155774,..,..,..,..,..,..,..
Uruguay,URY,1963,..,..,24.03433476,..,19.89871481,0.170458855,..,503335,19.101,0.057831097,..,..,..,..,..,..,..
Uruguay,URY,1964,..,..,23.28358209,..,40.35151612,2.44052078,..,503385,18.886,0.009933249,..,..,..,..,..,..,..
Uruguay,URY,1965,..,..,29.87249545,..,62.18478632,1.045604053,..,503124,18.672,-0.051862429,..,..,..,..,..,..,..
Uruguay,URY,1966,..,..,28.61538462,..,72.31778297,3.062855935,..,502670,18.461,-0.090276942,..,..,..,..,..,..,..
Uruguay,URY,1967,..,..,27.78771616,..,78.52849075,-3.656834112,..,501918,18.251,-0.149713144,..,..,..,..,..,..,..
Uruguay,URY,1968,..,..,27.38836265,..,116.2491736,1.888911744,..,500622,18.042,-0.258543444,..,..,..,..,..,..,..
Uruguay,URY,1969,..,..,25.52806276,..,27.08022719,5.864740633,..,498524,17.836,-0.419959262,..,..,..,..,..,..,..
Uruguay,URY,1970,..,..,29.09433962,..,4.187470636,2.333213382,..,495423,17.632,-0.623978957,..,..,..,..,..,..,..
Uruguay,URY,1971,..,..,21.71789716,..,31.68996941,-0.251711532,..,491226,17.43,-0.850763608,..,..,..,..,..,..,..
Uruguay,URY,1972,..,..,30.33040785,13.68094992,69.16706648,-1.319569861,..,486110,17.229,-1.046937129,..,..,..,..,..,..,..
Uruguay,URY,1973,..,..,19.9234844,10.44732195,191.5741164,0.275199617,..,480607,17.03,-1.138504742,..,..,..,..,..,..,..
Uruguay,URY,1974,..,..,31.27281631,12.71035527,28.48703817,2.895344599,..,475380,16.833,-1.093540412,..,..,..,..,..,..,..
Uruguay,URY,1975,..,..,37.0585261,12.23612691,65.97787985,6.096914313,..,470177,16.613,-1.100526465,..,..,..,..,..,23.41423,..
Uruguay,URY,1976,..,..,39.63817419,15.52333454,47.29149241,3.935470176,..,460132,16.194,-2.159581471,..,..,..,..,..,..,..
Uruguay,URY,1977,..,..,42.55498313,15.84769476,55.60669162,1.455461179,..,450971,15.785,-2.011036896,..,..,..,..,..,..,..
Uruguay,URY,1978,..,..,40.00155531,16.02307268,46.80166099,5.373985348,..,442402,15.384,-1.918406489,..,..,..,..,..,..,..
Uruguay,URY,1979,..,..,38.00012436,14.44700072,79.20819471,6.199116731,..,434093,14.991,-1.896017413,..,..,33.66416,..,..,..,..
Uruguay,URY,1980,..,..,35.66439634,15.82577762,54.76270098,5.843400901,..,425822,14.606,-1.923737828,..,..,33.59318,..,..,..,..
Uruguay,URY,1981,..,..,34.23545888,16.73906481,27.34459951,1.559559829,..,417625,14.231,-1.94375179,..,..,..,..,..,..,..
Uruguay,URY,1982,..,..,31.61665882,14.00555378,18.16226689,-9.757871461,..,409463,13.862,-1.973735556,..,..,..,..,..,..,..
Uruguay,URY,1983,..,..,49.29273925,15.12129764,53.73104707,-10.27439919,..,401419,13.502,-1.984077555,..,..,..,..,..,..,..
Uruguay,URY,1984,..,..,47.9560746,13.86925665,56.34960683,-1.14261745,..,393480,13.15,-1.997552893,..,..,29.86353,..,..,..,..
Uruguay,URY,1985,..,..,47.85656984,15.94975265,74.01716145,1.466536029,..,385655,12.806,-2.008705322,..,..,29.53866,..,..,38.9,..
Uruguay,URY,1986,..,..,46.48374023,16.76322844,70.96333508,8.809808295,..,377073,12.442,-2.250438476,..,..,28.09221,..,..,..,..
Uruguay,URY,1987,..,..,40.85464499,15.96544635,72.78399122,7.993137205,..,368206,12.074,-2.37962385,..,..,..,..,..,..,..
Uruguay,URY,1988,..,..,39.79381317,15.18910308,74.63639178,1.480937462,..,359499,11.715,-2.393116864,..,..,..,..,..,..,..
Uruguay,URY,1989,..,..,41.19356188,14.53217809,76.07946615,1.103901025,..,351081,11.367,-2.369442944,..,..,..,..,..,..,..
Uruguay,URY,1990,..,..,41.62847212,16.2025864,106.8366765,0.297348378,10159.41544,342896,11.027,-2.358977188,..,..,..,..,..,..,..
Uruguay,URY,1991,..,..,38.55490474,16.79324032,100.8081676,3.538808504,10444.84369,334962,10.696,-2.341010164,..,..,28.31045,..,..,..,..
Uruguay,URY,1992,97.60783386,90.94319022,40.07304363,17.24085747,59.6236227,7.931588413,11191.78976,327213,10.373,-2.340575756,..,..,28.19679,..,..,..,..
Uruguay,URY,1993,97.7105484,86.77798959,38.68496676,19.38949411,47.8519289,2.657546103,11405.0437,319681,10.06,-2.328771141,..,..,..,..,..,..,..
Uruguay,URY,1994,97.81446075,86.68203851,40.14883372,19.03440938,38.95718236,7.28134265,12146.02127,312272,9.755,-2.344902069,..,..,31.92304,..,..,..,..
Uruguay,URY,1995,97.92016602,86.64876778,38.09767484,16.87875803,41.04832687,-1.447598964,11884.32509,304952,9.458,-2.372021572,..,..,24.05355,..,..,..,..
Uruguay,URY,1996,98.02826691,85.26994531,39.52843646,17.35110223,26.43173779,5.577957758,12457.97396,297622,9.165,-2.433016222,..,..,27.19975,..,..,43.6237,..
Uruguay,URY,1997,98.13936615,86.08593821,37.70639708,16.78079246,27.48516606,8.547683232,13428.62944,289508,8.853,-2.764129448,..,..,..,..,..,..,..
Uruguay,URY,1998,98.25321198,86.65882632,35.64001539,16.98284177,12.38390553,4.518890072,13946.36848,281385,8.55,-2.845909213,..,..,..,..,..,..,..
Uruguay,URY,1999,98.36618042,89.367976,33.38644895,15.27828517,4.326096153,-1.939212135,13605.80724,273143,8.257,-2.972837079,..,10.45415,..,..,..,..,..
Uruguay,URY,2000,98.47380066,88.50343963,36.71373815,14.69913704,3.539308497,-1.92993064,13296.10159,264649,7.972,-3.159104785,..,10.00018,37.78661,..,..,..,..
Uruguay,URY,2001,98.5716095,91.86962746,36.30951264,15.30598158,4.826618341,-3.844129967,12762.92592,255962,7.697,-3.337542376,..,9.5802,32.49809,..,..,..,..
Uruguay,URY,2002,98.65512848,93.0016478,40.02906731,15.77767622,12.61627663,-7.732007212,11774.08806,247158,7.431,-3.500118773,..,8.0054,34.4289,..,..,..,..
Uruguay,URY,2003,98.71989441,93.82632276,51.75919958,17.2060059,16.54163515,0.805283917,11877.37337,238373,7.172,-3.619113449,..,6.49528,32.46827,..,..,60.23594,..
Uruguay,URY,2004,98.76143646,94.14448018,61.47668809,17.84620462,10.10505599,5.004160365,12479.96687,229913,6.922,-3.613569725,..,8.44965,34.50801,..,..,..,..
Uruguay,URY,2005,98.77796173,93.79462394,58.87769628,17.89692197,0.677868397,7.460132106,13409.6687,221930,6.681,-3.533895966,..,9.90775,35.49689,..,..,..,..
Uruguay,URY,2006,98.505426,86.56797367,61.97157459,18.98805557,6.533334632,4.098577362,13944.17077,214389,6.447,-3.456989492,..,10.66985,35.98496,..,..,48.49563,..
Uruguay,URY,2007,98.692636,88.15591671,59.21044794,18.41050909,9.417473476,6.541510848,14828.02436,207268,6.221,-3.377948004,..,..,..,..,..,..,..
Uruguay,URY,2008,98.784355,88.00192562,65.20809488,18.24184127,8.023536411,7.176144662,15851.79675,200480,6.002,-3.329815072,..,..,..,..,..,52.19639,..
Uruguay,URY,2009,98.7988205,88.68769874,53.39441922,18.72222095,7.747542087,4.243494178,16477.82386,193980,5.791,-3.295943018,..,..,..,..,..,50.63291,..
Uruguay,URY,2010,99.13176727,92.70470458,51.69903723,18.88638874,4.907025261,7.803409668,17712.89699,187649,5.586,-3.318186447,..,..,..,..,..,50.6011,..
Uruguay,URY,2011,99.17,94.60445741,53.24703404,19.1018313,9.009675541,5.162133026,18573.85447,181518,5.388,-3.321837416,..,14.6766,33.17493,..,..,53.11463,..
Uruguay,URY,2012,100,100,55.0611542,18.82188561,8.5575517,3.538178707,19173.88916,177768,5.261,-2.087549296,..,..,..,..,..,54.37615,..
Uruguay,URY,2013,99.611808,100,49.71784639,19.04138547,8.153729815,4.637538643,20001.14027,174793,5.157,-1.687691273,..,..,..,6.75684,7.1976,53.79952,..
Uruguay,URY,2014,99.657085,100,49.08762406,18.56113854,9.372246381,3.238791216,20582.16895,171892,5.055,-1.673604403,..,..,..,6.73386,7.40842,54.96661,..
Uruguay,URY,2015,99.70948,100,45.32824084,18.50947757,9.016280621,0.370741267,20588.39312,169065,4.955,-1.658311626,..,..,..,7.94325,10.50246,55.83284,..
Uruguay,URY,2016,99.7,100,41.31022623,23.70930637,7.345490947,1.689798162,20862.17131,166276,4.856,-1.663419808,..,15.93141,34.00628,7.48962,10.46406,56.79404,..
Uruguay,URY,2017,100,100,39.76391928,19.74034305,4.706385804,2.591338694,21324.846,163584,4.76,-1.632243841,..,16.15909,34.67528,8.541,11.33565,57.82117,..
Uruguay,URY,2018,100,100,39.99224357,20.09196309,5.555042968,1.620083616,21590.83348,160944,4.666,-1.627014148,..,..,..,8.76036,11.47318,58.83083,..
Uruguay,URY,2019,..,..,41.03010203,..,7.667916457,0.222121735,21561.06205,158340,4.574,-1.631185865,..,..,..,..,..,..,..
Suriname,SUR,1960,..,..,..,..,..,..,..,151823,52.74,..,..,..,..,..,..,..,..
Suriname,SUR,1961,..,..,..,..,3.128124007,4.8,..,155957,52.703,2.686495959,..,..,..,..,..,..,..
Suriname,SUR,1962,..,..,..,..,3.797755681,3.9,..,160046,52.665,2.588094569,..,..,..,..,..,..,..
Suriname,SUR,1963,..,..,..,..,2.686899125,5.6,..,164171,52.628,2.544729362,..,..,..,..,..,..,..
Suriname,SUR,1964,..,..,..,..,0.196254941,6.5,..,168651,52.659,2.692292339,..,..,..,..,..,..,..
Suriname,SUR,1965,..,..,..,..,2.406196854,12,..,173978,52.891,3.109736351,..,..,..,..,..,..,..
Suriname,SUR,1966,..,..,..,..,3.593640814,19.2,..,179640,53.123,3.202599378,..,..,..,..,..,..,..
Suriname,SUR,1967,..,..,..,..,3.429360488,12.1,..,185497,53.356,3.208386119,..,..,..,..,..,..,..
Suriname,SUR,1968,..,..,..,..,1.632521059,7.6,..,191068,53.588,2.959067622,..,..,..,..,..,..,..
Suriname,SUR,1969,..,..,..,..,2.949616541,4.5,..,195676,53.82,2.383084456,..,..,..,..,..,..,..
Suriname,SUR,1970,..,..,..,..,3.089864624,2.7,..,198874,54.052,1.621122817,..,..,..,..,..,..,..
Suriname,SUR,1971,..,..,..,..,5.384371113,3.9,..,200436,54.284,0.782353543,..,..,..,..,..,..,..
Suriname,SUR,1972,..,..,..,..,4.263454481,-0.6,..,195874,53.24,-2.302339843,..,..,..,..,..,..,..
Suriname,SUR,1973,..,..,..,..,10.81009705,-1.8,..,185789,50.913,-5.285997418,..,..,..,..,..,..,..
Suriname,SUR,1974,..,..,..,..,20.25839784,0.4,..,175694,48.579,-5.586777569,..,..,..,..,..,..,..
Suriname,SUR,1975,..,..,..,..,10.48457037,2.8,..,166146,46.251,-5.587692561,..,..,..,..,..,..,..
Suriname,SUR,1976,..,..,..,..,-0.190339294,8.8,..,157270,43.936,-5.490284638,..,..,..,..,..,..,..
Suriname,SUR,1977,..,..,..,..,15.157945,10.2,..,148979,41.654,-5.415871709,..,..,..,..,..,..,..
Suriname,SUR,1978,..,..,..,..,7.55455597,6.6,..,141102,39.403,-5.432232331,..,..,..,..,..,..,..
Suriname,SUR,1979,..,..,..,..,7.032405172,-0.6,..,133470,37.197,-5.560629962,..,..,..,..,..,..,..
Suriname,SUR,1980,..,..,..,..,11.40070624,-8.8,..,125975,35.04,-5.779325892,..,..,..,..,..,..,..
Suriname,SUR,1981,..,..,..,..,4.410737041,7.1,..,125924,34.965,-0.04049242,..,..,..,..,..,..,..
Suriname,SUR,1982,..,..,..,..,7.436987913,-4.2,..,125925,34.89,0.000794127,..,..,..,..,..,..,..
Suriname,SUR,1983,..,..,..,..,0.475938657,-3.9,..,126130,34.816,0.162662947,..,..,..,..,..,..,..
Suriname,SUR,1984,..,..,..,..,-0.313079236,-1.9,..,126712,34.741,0.460367366,..,..,..,..,..,..,..
Suriname,SUR,1985,..,..,..,..,-0.939542484,2,..,127792,34.666,0.848714741,..,..,..,..,..,..,..
Suriname,SUR,1986,..,..,..,..,1.251840943,0.8,..,129423,34.592,1.268216753,..,..,..,..,..,..,..
Suriname,SUR,1987,..,..,..,..,17.25882373,-6.2,..,131523,34.517,1.609563156,..,..,..,..,..,..,..
Suriname,SUR,1988,..,..,..,..,9.897391238,7.8,..,133942,34.443,1.822512916,..,..,..,..,..,..,..
Suriname,SUR,1989,..,..,..,..,12.12949324,4.2,..,136470,34.368,1.869793982,..,..,..,..,..,..,..
Suriname,SUR,1990,..,..,..,..,49.90843003,-4.5,12474.30913,138948,34.294,1.799495217,..,..,..,..,..,..,..
Suriname,SUR,1991,..,..,..,..,12.33763663,2.699999091,12568.01731,141330,34.22,1.699781896,..,..,..,..,..,..,..
Suriname,SUR,1992,..,..,..,..,34.89892244,0.400000046,12388.81413,143637,34.146,1.619170221,..,..,..,..,..,..,..
Suriname,SUR,1993,..,..,..,..,157.4537118,-6.699998489,11359.60511,145838,34.072,1.520713302,..,..,..,..,..,..,..
Suriname,SUR,1994,..,..,..,..,438.2637225,3.399999534,11554.83921,147927,33.998,1.422249222,..,..,..,..,..,..,..
Suriname,SUR,1995,..,..,..,..,276.7538454,0,11378.42466,149894,33.924,1.320946879,..,..,..,..,..,..,..
Suriname,SUR,1996,..,..,..,..,11.88255118,1.00000049,11329.08689,151720,33.85,1.21083392,..,..,..,..,..,..,..
Suriname,SUR,1997,..,..,..,..,1.493698881,5.699998608,11818.01401,153402,33.777,1.102520984,..,..,..,..,..,..,..
Suriname,SUR,1998,..,..,..,..,17.21162478,2.300001251,11940.75343,154977,33.703,1.021479215,..,..,..,..,..,..,..
Suriname,SUR,1999,99.62406,99.62406,..,..,73.97318597,-1.400000022,11633.07453,156504,33.629,0.980484995,..,..,..,..,..,..,..
Suriname,SUR,2000,95.55319214,91.20577027,..,..,60.74282171,2.09999866,11737.04444,158032,33.556,0.971597541,..,..,..,..,..,..,..
Suriname,SUR,2001,95.48371887,91.08574999,..,..,39.53022873,4.20000005,12085.5229,159573,33.483,0.970395361,..,..,..,..,..,..,..
Suriname,SUR,2002,95.39996338,90.91600087,..,..,37.45328205,2.800000889,12278.20098,161110,33.409,0.958586373,..,..,..,..,..,..,..
Suriname,SUR,2003,95.2974472,90.66856291,..,..,21.31797862,6.299999082,12899.07371,162660,33.336,0.957477124,..,..,..,..,..,..,..
Suriname,SUR,2004,95.17171478,90.31470984,..,..,12.83792776,8.500000274,13832.8546,164212,33.263,0.949614322,..,..,..,..,..,48.49557,..
Suriname,SUR,2005,95.02095795,89.86723693,..,..,15.53981141,4.500000692,14287.90546,166411,33.318,1.330235602,..,..,..,..,..,..,..
Suriname,SUR,2006,91.01983989,81.8156719,98.16819317,..,39.03612463,5.793543589,14941.24965,168693,33.385,1.361986294,..,..,..,..,..,..,..
Suriname,SUR,2007,94.68270874,88.75754569,101.3770004,..,6.425201221,5.111487808,15524.13474,171005,33.453,1.361230093,..,..,..,..,..,..,..
Suriname,SUR,2008,94.51838684,88.1798205,109.1668385,..,15.52114354,4.143406525,15981.59172,173345,33.521,1.359103249,..,..,..,..,..,..,..
Suriname,SUR,2009,94.37270355,87.64378974,87.92066178,..,6.483624612,3.01369863,16274.77578,175703,33.588,1.351124127,..,..,..,..,..,..,..
Suriname,SUR,2010,91.19751586,79.36962439,90.96139415,..,7.196554181,5.168825162,16921.25938,178084,33.656,1.346027948,..,..,..,..,..,..,..
Suriname,SUR,2011,94.18360138,86.86821531,..,..,13.84444672,5.849367784,17708.63528,180484,33.724,1.338678209,..,..,..,..,..,..,..
Suriname,SUR,2012,94.15994263,86.57924226,..,..,10.73520027,2.690350057,17981.25062,182898,33.792,1.328648922,..,..,..,8.19631,9.18143,60.71678,..
Suriname,SUR,2013,94.1807785,86.56714329,..,..,0.38376658,2.93344123,18304.25163,185313,33.86,1.311766693,..,..,..,..,..,..,..
Suriname,SUR,2014,94.23721313,86.66175455,..,..,1.583687044,0.255503145,18152.60793,187620,33.911,1.237235336,..,..,..,..,..,..,..
